"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","length"
"853",70640,"arm","07049","01172202361","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,2.696,2.936,"tienen",9,"tienen",13.18359375,"m",88588,22083,530.8413462,4.344077738,0.24,6
"854",70994,"arm","07049","01216527473","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.056,1.266,"puedo",4,"puedo",11.4583333333333,"m",73055,84201,2024.0625,4.925322407,0.21,5
"855",71018,"arm","07049","01216527473","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.926,2.176,"solo",8,"solo",11.4583333333333,"m",84919,27185,653.4855769,4.434345313,0.25,4
"856",71024,"arm","07049","01216527473","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,2.176,2.346,"hasta",9,"hasta",11.4583333333333,"m",47354,40491,973.3413462,4.607369228,0.17,5
"857",71047,"arm","07049","01216527473","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,2.726,3.076,"grúa",14,"grúa",11.4583333333333,"m",46491,245,5.889423077,2.390935107,0.35,4
"858",71136,"arm","07049","01238247049","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,0.666,1.006,"gustaría",3,"gustaría",14.892578125,"m",46841,10368,249.2307692,4.015736874,0.34,8
"859",71180,"arm","07049","01238247049","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.286,2.486,"para",9,"para",14.892578125,"m",65603,271407,6524.206731,5.433622645,0.2,4
"860",71211,"arm","07049","01238247049","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,3.366,3.656,"club",14,"club",14.892578125,"m",18425,4003,96.22596154,3.602494069,0.29,4
"861",71276,"arm","07049","01259901594","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.616,2.996,"horarios",10,"horarios",9.13665193745684,"m",48196,214,5.144230769,2.33243846,0.38,8
"862",71325,"arm","07049","01264801258","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.616,1.856,"playa",8,"playa",14.0624989013673,"m",69244,2398,57.64423077,3.380030248,0.24,5
"863",71392,"arm","07049","01265062379","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,0.886,1.066,"irme",3,"irme",9.85054347826087,"m",53580,7440,178.8461538,3.871631305,0.18,4
"864",71427,"arm","07049","01265062379","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,2.296,2.476,"pero",9,"pero",9.85054347826087,"m",67883,223538,5373.509615,5.349353304,0.18,4
"865",71463,"arm","07049","01265062379","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,3.366,3.746,"activo",16,"activo",9.85054347826087,"m",1916,388,9.326923077,2.589949601,0.38,6
"866",71477,"arm","07049","01265301504","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,0.496,0.796,"Podrías",2,"podrías",10.546875,"m",69403,9850,236.7788462,3.993480319,0.3,7
"867",71695,"arm","07049","01292150260","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,3.296,3.536,"cine",13,"cine",14.5886491221818,"m",18008,2448,58.84615385,3.388988785,0.24,4
"868",71707,"arm","07049","01300049198","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,0.666,0.946,"Salió",2,"salió",13.7695325946809,"m",81980,5215,125.3605769,3.717337583,0.28,5
"869",71718,"arm","07049","01300049198","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,1.096,1.376,"mercado",4,"mercado",13.7695325946809,"m",59530,1717,41.27403846,3.235023159,0.28,7
"870",71739,"arm","07049","01300049198","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,1.826,2.236,"nuevo",7,"nuevo",13.7695325946809,"m",63074,24349,585.3125,4.386498966,0.41,5
"871",71811,"arm","07049","01322888862","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.286,2.776,"película",7,"película",10.4166666666667,"m",67005,6385,153.4855769,3.805228914,0.49,8
"872",71821,"arm","07049","01322888862","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.776,2.956,"para",8,"para",10.4166666666667,"m",65603,271407,6524.206731,5.433622645,0.18,4
"873",71890,"arm","07049","01324894207","TextGrid",1,"ORT-MAU","IntervalTier",0,2.901333,1.806,2.096,"humano",9,"humano",11.3740821891179,"m",48481,2957,71.08173077,3.47099817,0.29,6
"874",72091,"arm","07049","01386389781","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,3.386,3.956,"gimnasia",13,"gimnasia",14.3973222319934,"m",45732,317,7.620192308,2.50242712,0.57,8
"875",72143,"arm","07049","01389406639","TextGrid",1,"ORT-MAU","IntervalTier",0,2.730667,0.706,0.876,"Cuál",2,"cuál",9.88769410550609,"m",24458,15494,372.4519231,4.190191581,0.17,4
"876",72190,"arm","07049","01400166110","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,0.876,1.116,"parte",3,"parte",13.3167613636364,"m",65985,21186,509.2788462,4.326069467,0.24,5
"877",72244,"arm","07049","01400166110","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.816,2.966,"lado",12,"lado",13.3167613636364,"m",54622,15359,369.2067308,4.186391216,0.15,4
"878",72280,"arm","07049","01400166110","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,4.266,4.666,"aburrida",16,"aburrida",13.3167613636364,"m",684,620,14.90384615,2.7930916,0.4,8
"879",72337,"arm","07049","01428027751","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,2.066,2.406,"favor",8,"favor",11.7187512371992,"m",42782,53260,1280.288462,4.726409316,0.34,5
"880",72373,"arm","07049","01433942320","TextGrid",1,"ORT-MAU","IntervalTier",0,7.424,1.656,1.796,"viene",7,"viene",10.3717672413793,"m",93059,10393,249.8317308,4.016782712,0.14,5
"881",72555,"arm","07049","01445408868","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,4.066,4.426,"piedras",16,"piedras",12.9595594190974,"m",68512,711,17.09134615,2.852479994,0.36,7
"882",72574,"arm","07049","01445408868","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,4.776,5.206,"playa",19,"playa",12.9595594190974,"m",69244,2398,57.64423077,3.380030248,0.430000000000001,5
"883",72759,"arm","07049","01467879073","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.886,2.236,"comida",7,"comida",11.474609375,"m",19527,8643,207.7644231,3.936714758,0.35,6
"884",72973,"arm","07049","01527383024","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,3.176,3.446,"países",12,"países",14.5931593018013,"m",65286,689,16.5625,2.838849091,0.27,6
"885",73020,"arm","07049","01538806342","TextGrid",1,"ORT-MAU","IntervalTier",0,2.304,1.526,1.816,"acuerdo",6,"acuerdo",9.54861111111111,"m",2058,43715,1050.841346,4.640640417,0.29,7
"886",73410,"arm","07049","01660941230","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.426,1.586,"quién",4,"quién",13.8494328018063,"m",73703,60248,1448.269231,4.779949843,0.16,5
"887",73476,"arm","07049","01660941230","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,3.736,4.246,"pasado",16,"pasado",13.8494328018063,"m",66107,13504,324.6153846,4.130494589,0.51,6
"888",73564,"arm","07049","01698814858","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,0.716,0.956,"Buenos",2,"buenos",12.7650660738654,"m",14143,9652,232.0192308,3.984662306,0.24,6
"889",73689,"arm","07049","01710074396","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.136,2.546,"clásico",11,"clásico",8.8443389707887,"m",18228,696,16.73076923,2.843232778,0.41,7
"890",73702,"arm","07049","01710074396","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.636,2.956,"Juan",13,"juan",8.8443389707887,"m",54110,1118,26.875,3.048830087,0.32,4
"891",73849,"arm","07049","01735252050","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.356,4.586,"tres",18,"tres",13.3713942307692,"m",90741,24142,580.3365385,4.382791234,0.23,4
"892",73902,"arm","07049","01767824389","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.356,1.536,"ganas",4,"ganas",10.3561055919427,"m",45264,3278,78.79807692,3.515741417,0.18,5
"893",73912,"arm","07049","01767824389","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.596,1.916,"empezar",6,"empezar",10.3561055919427,"m",34715,5691,136.8028846,3.755264891,0.32,7
"894",74029,"arm","07049","01808634120","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.446,1.786,"banda",6,"banda",9.375,"m",12208,2489,59.83173077,3.396199347,0.34,5
"895",74160,"arm","07049","01858421332","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,0.606,0.846,"Cuáles",2,"cuáles",9.765625,"m",24460,1514,36.39423077,3.180412633,0.24,6
"896",74386,"arm","07049","01868576680","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.616,1.876,"Indio",6,"indio",12.4080882352941,"m",50657,487,11.70673077,2.688419822,0.26,5
"897",74445,"arm","07049","01886006655","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,1.136,1.436,"juegos",4,"juegos",10.6026785714286,"m",54158,1874,45.04807692,3.273001272,0.3,6
"898",74489,"arm","07049","01910304100","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,0.676,0.936,"Estoy",2,"estoy",10.3236607142857,"m",40057,108899,2617.764423,5.03702788,0.26,5
"899",74532,"arm","07049","01910304100","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.116,2.546,"Holanda",9,"holanda",10.3236607142857,"m",48041,165,3.966346154,2.220108088,0.43,7
"900",74609,"arm","07049","01945442232","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.826,2.086,"también",8,"también",11.4524137560002,"m",87410,45481,1093.293269,4.657839554,0.26,7
"901",74654,"arm","07049","01953145458","TextGrid",1,"ORT-MAU","IntervalTier",0,2.816,0.846,1.256,"edificio",4,"edificio",7.45738636363636,"m",33451,4151,99.78365385,3.618257345,0.41,8
"902",74743,"arm","07049","01954032392","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,2.986,3.166,"para",10,"para",13.5216338027864,"m",65603,271407,6524.206731,5.433622645,0.18,4
"903",74749,"arm","07049","01954032392","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,3.166,3.436,"poder",11,"poder",13.5216338027864,"m",69363,11890,285.8173077,4.075218379,0.27,5
"904",74850,"arm","07049","01968281446","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.916,3.116,"menú",12,"menú",13.6264547262404,"m",59502,510,12.25961538,2.7084209,0.2,4
"905",74862,"arm","07049","01980177392","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,0.746,0.916,"Quién",2,"quién",6.91105769230769,"m",73703,60248,1448.269231,4.779949843,0.17,5
"906",75322,"arm","07049","02095440606","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.716,2.216,"pescados",7,"pescados",11.9735064515546,"m",68230,112,2.692307692,2.053078443,0.5,8
"907",75365,"arm","07049","02105946651","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,1.046,1.266,"está",5,"está",6.51041666666667,"m",39521,263506,6334.278846,5.420792157,0.22,4
"908",75408,"arm","07049","02116355540","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.466,1.866,"examen",6,"examen",12.1448872261994,"m",40833,2153,51.75480769,3.333245699,0.4,6
"909",75587,"arm","07508","00014602632","TextGrid",1,"ORT-MAU","IntervalTier",0,4.864,0.606,0.856,"Cuáles",2,"cuáles",9.45723684210526,"m",24460,1514,36.39423077,3.180412633,0.25,6
"910",75659,"arm","07508","00015466653","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,0.766,1.046,"Cuántas",2,"cuántas",7.8125,"m",24476,2761,66.37019231,3.441223674,0.28,7
"911",75667,"arm","07508","00015466653","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.046,1.386,"personas",3,"personas",7.8125,"m",68044,11991,288.2451923,4.07889162,0.34,8
"912",75717,"arm","07508","00018819532","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,0.936,1.226,"rompió",4,"rompió",7.38441820336142,"m",81211,1372,32.98076923,3.137670537,0.29,6
"913",75743,"arm","07508","00018819532","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,1.776,2.316,"cocina",9,"cocina",7.38441820336142,"m",18574,3424,82.30769231,3.534660576,0.54,6
"914",76078,"arm","07508","00092922671","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,1.726,2.146,"pasajes",3,"pasajes",9.28368459396892,"m",66117,205,4.927884615,2.31386722,0.42,7
"915",76110,"arm","07508","00092922671","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,3.121,3.376,"ciento",7,"ciento",9.28368459396892,"m",17937,1147,27.57211538,3.059941888,0.255,6
"916",76163,"arm","07508","00109615316","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,0.986,1.136,"quiero",3,"quiero",8.63486753342233,"m",73716,82097,1973.485577,4.914332577,0.15,6
"917",76170,"arm","07508","00109615316","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.136,1.426,"invitar",4,"invitar",8.63486753342233,"m",53365,550,13.22115385,2.741151599,0.29,7
"918",76236,"arm","07508","00113269956","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.806,2.096,"escuela",8,"escuela",9.7240683407523,"m",38717,9779,235.0721154,3.990338855,0.29,7
"919",76252,"arm","07508","00113269956","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,2.266,2.576,"cine",11,"cine",9.7240683407523,"m",18008,2448,58.84615385,3.388988785,0.31,4
"920",76270,"arm","07508","00120550619","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.226,1.456,"llovió",3,"llovió",7.53348161736317,"m",56657,49,1.177884615,1.698970004,0.23,6
"921",76295,"arm","07508","00120550619","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,2.246,2.516,"tarde",8,"tarde",7.53348161736317,"m",87593,18456,443.6538462,4.266161112,0.27,5
"922",76386,"arm","07508","00161051465","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.766,3.426,"libertad",11,"libertad",11.5056826353468,"m",55676,3653,87.8125,3.562768543,0.66,8
"923",76402,"arm","07508","00193845180","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.01,1.186,"Cuál",2,"cuál",7.97872274113009,"m",24458,15494,372.4519231,4.190191581,0.176,4
"924",76598,"arm","07508","00260162582","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,0.706,0.916,"Quiero",2,"quiero",11.4397321428571,"m",73716,82097,1973.485577,4.914332577,0.21,6
"925",76742,"arm","07508","00278237766","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.686,2.296,"mañana",7,"mañana",7.38790823606558,"m",58130,26537,637.9086538,4.42386819,0.61,6
"926",76774,"arm","07508","00338543520","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.696,1.966,"buscar",6,"buscar",9.566327293234,"m",14330,7045,169.3509615,3.847942639,0.27,6
"927",76796,"arm","07508","00338543520","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.506,2.646,"para",9,"para",9.566327293234,"m",65603,271407,6524.206731,5.433622645,0.14,4
"928",77046,"arm","07508","00385702465","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.156,1.486,"casada",5,"casada",8.57469430500245,"m",16263,1386,33.31730769,3.142076461,0.33,6
"929",77073,"arm","07508","00392096802","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,0.85,1.006,"Está",2,"está",4.68750045776372,"m",39521,263506,6334.278846,5.420792157,0.156,4
"930",77243,"arm","07508","00440787435","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.466,1.886,"fiordos",5,"fiordos",6.76081781556624,"m",43507,11,0.2644230769,1.079181246,0.42,7
"931",77251,"arm","07508","00440787435","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.886,2.476,"noruegos",6,"noruegos",6.76081781556624,"m",62882,24,0.5769230769,1.397940009,0.59,8
"932",77267,"arm","07508","00452223701","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,0.746,0.956,"Sólo",2,"sólo",12.2434708630755,"m",84920,102165,2455.889423,5.00930639,0.21,4
"933",77451,"arm","07508","00465683549","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,0.816,1.076,"Cuándo",2,"cuándo",9.93546280022612,"m",24472,11293,271.4663462,4.052847783,0.26,6
"934",77529,"arm","07508","00474620405","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.596,1.966,"camisa",5,"camisa",6.8359375,"m",15316,1925,46.27403846,3.284656283,0.37,6
"935",77652,"arm","07508","00518007363","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.146,1.626,"destruyó",4,"destruyó",9.765625,"m",30402,388,9.326923077,2.589949601,0.48,8
"936",77662,"arm","07508","00518007363","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.626,1.906,"toda",5,"toda",9.765625,"m",89012,20415,490.7451923,4.309970657,0.28,4
"937",77753,"arm","07508","00578149147","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.266,1.436,"quiero",3,"quiero",11.5094858043048,"m",73716,82097,1973.485577,4.914332577,0.17,6
"938",77760,"arm","07508","00578149147","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.436,1.816,"invitar",4,"invitar",11.5094858043048,"m",53365,550,13.22115385,2.741151599,0.38,7
"939",77772,"arm","07508","00578149147","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.856,1.976,"unos",6,"unos",11.5094858043048,"m",91499,16616,399.4230769,4.22055262,0.12,4
"940",77887,"arm","07508","00604847165","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.756,3.016,"arte",10,"arte",11.5017361111111,"m",9295,2661,63.96634615,3.425208051,0.26,4
"941",77909,"arm","07508","00618406777","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,0.666,0.926,"Cuánto",2,"cuánto",9.50169019232371,"m",24492,14405,346.2740385,4.15854341,0.26,6
"942",77976,"arm","07508","00639648332","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.366,1.866,"anoche",6,"anoche",8.8443389707887,"m",6342,7697,185.0240385,3.886377907,0.5,6
"943",77994,"arm","07508","00639648332","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.266,2.426,"nada",10,"nada",8.8443389707887,"m",61990,87221,2096.658654,4.940626041,0.16,4
"944",78535,"arm","07508","00697574134","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,0.766,0.986,"Quiero",2,"quiero",8.67187432250982,"m",73716,82097,1973.485577,4.914332577,0.22,6
"945",78561,"arm","07508","00697574134","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.526,1.846,"nuevo",6,"nuevo",8.67187432250982,"m",63074,24349,585.3125,4.386498966,0.32,5
"946",78628,"arm","07508","00699889967","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.221,2.666,"fría",7,"fría",7.5604833946268,"m",44554,1330,31.97115385,3.124178055,0.445,4
"947",78640,"arm","07508","00699889967","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.996,3.486,"cálida",10,"cálida",7.5604833946268,"m",14913,202,4.855769231,2.307496038,0.49,6
"948",78675,"arm","07508","00715629906","TextGrid",1,"ORT-MAU","IntervalTier",0,7.424,1.376,1.906,"anoche",6,"anoche",11.3146551724138,"m",6342,7697,185.0240385,3.886377907,0.53,6
"949",78860,"arm","07508","00766772493","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,0.616,0.756,"Quién",2,"quién",6.91105769230769,"m",73703,60248,1448.269231,4.779949843,0.14,5
"950",78937,"arm","07508","00780271519","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.256,2.736,"caballo",9,"caballo",7.66226019097507,"m",14450,2586,62.16346154,3.412796429,0.48,7
"951",79071,"arm","07508","00825014726","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.266,1.576,"Pablo",5,"pablo",6.81322736312022,"m",65121,482,11.58653846,2.683947131,0.31,5
"952",79155,"arm","07508","00827284777","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.056,1.296,"filmó",4,"filmó",9.43216373550269,"m",43316,92,2.211538462,1.968482949,0.24,5
"953",79321,"arm","07508","00850231815","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.876,3.376,"pesos",12,"pesos",9.94988134213728,"m",68275,293,7.043269231,2.46834733,0.5,5
"954",79464,"arm","07508","00898016223","TextGrid",1,"ORT-MAU","IntervalTier",0,2.730667,0.756,1.196,"entiendo",4,"entiendo",6.59179607033739,"m",36930,13794,331.5865385,4.139721705,0.44,8
"955",79474,"arm","07508","00898016223","TextGrid",1,"ORT-MAU","IntervalTier",0,2.730667,1.196,1.546,"nada",5,"nada",6.59179607033739,"m",61990,87221,2096.658654,4.940626041,0.35,4
"956",79562,"arm","07508","00941494494","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,0.706,0.876,"Cuál",2,"cuál",6.89338235294118,"m",24458,15494,372.4519231,4.190191581,0.17,4
"957",79576,"arm","07508","00941494494","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.106,1.646,"revista",5,"revista",6.89338235294118,"m",80406,1662,39.95192308,3.220892249,0.54,7
"958",79624,"arm","07508","00975733974","TextGrid",1,"ORT-MAU","IntervalTier",0,10.581333,1.396,1.726,"también",4,"también",9.92313539324393,"m",87410,45481,1093.293269,4.657839554,0.33,7
"959",79937,"arm","07508","01032448698","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.446,1.786,"escucha",6,"escucha",8.67187432250982,"m",38619,11644,279.9038462,4.066139493,0.34,7
"960",80034,"arm","07508","01049240747","TextGrid",1,"ORT-MAU","IntervalTier",0,6.912,0.926,1.096,"hacer",4,"hacer",11.5740740740741,"m",47083,76037,1827.8125,4.881030685,0.17,5
"961",80112,"arm","07508","01049240747","TextGrid",1,"ORT-MAU","IntervalTier",0,6.912,3.916,4.266,"evento",15,"evento",11.5740740740741,"m",40660,905,21.75480769,2.957128198,0.35,6
"962",80151,"arm","07508","01050853948","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.166,1.306,"datos",4,"datos",9.89583333333333,"m",25414,1996,47.98076923,3.300378065,0.14,5
"963",80235,"arm","07508","01069229260","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,2.066,2.526,"hoteles",9,"hoteles",8.97606308377135,"m",48363,376,9.038461538,2.57634135,0.46,7
"964",80314,"arm","07508","01122370831","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.256,1.576,"renovar",5,"renovar",10.3561055919427,"m",78032,113,2.716346154,2.056904851,0.32,7
"965",80327,"arm","07508","01122370831","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.696,1.936,"visa",7,"visa",10.3561055919427,"m",93376,238,5.721153846,2.378397901,0.24,4
"966",80403,"arm","07508","01146045124","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,0.996,1.206,"canal",5,"canal",7.03125,"m",15385,1397,33.58173077,3.145507171,0.21,5
"967",80440,"arm","07508","01154838135","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,0.806,0.996,"otras",4,"otras",9.11458333333333,"m",65030,6122,147.1634615,3.786964259,0.19,5
"968",80457,"arm","07508","01154838135","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.416,1.806,"trabaja",6,"trabaja",9.11458333333333,"m",89568,3849,92.52403846,3.58546073,0.39,7
"969",80473,"arm","07508","01154838135","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,2.046,2.346,"Luna",8,"luna",9.11458333333333,"m",57018,2746,66.00961538,3.438858659,0.3,4
"970",80570,"arm","07508","01187719747","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,1.226,1.506,"zonas",5,"zonas",7.3002053855152,"m",94281,348,8.365384615,2.542825427,0.28,5
"971",80581,"arm","07508","01187719747","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,1.676,2.096,"seguras",7,"seguras",7.3002053855152,"m",82966,248,5.961538462,2.396199347,0.42,7
"972",80614,"arm","07508","01243804431","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,0.636,0.886,"Cuáles",2,"cuáles",8.89756944444444,"m",24460,1514,36.39423077,3.180412633,0.25,6
"973",80647,"arm","07508","01243804431","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.666,2.036,"mejores",8,"mejores",8.89756944444444,"m",59195,4632,111.3461538,3.6658623,0.37,7
"974",80679,"arm","07508","01248362307","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,0.766,1.026,"gusta",3,"gusta",4.8828125,"m",46817,24964,600.0961538,4.39733157,0.26,5
"975",80948,"arm","07508","01308003121","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,1.336,1.596,"saber",3,"saber",9.91586478871005,"m",81519,20853,501.2740385,4.319189369,0.26,5
"976",81061,"arm","07508","01342302284","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.926,2.096,"lleve",9,"lleve",9.765625,"m",56553,1873,45.02403846,3.272769587,0.17,5
"977",81075,"arm","07508","01342302284","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.346,2.856,"maestros",12,"maestros",9.765625,"m",57185,391,9.399038462,2.593286067,0.51,8
"978",81176,"arm","07508","01377379814","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.106,1.406,"tarjeta",4,"tarjeta",9.98263888888889,"m",87613,3148,75.67307692,3.498172661,0.3,7
"979",81255,"arm","07508","01418963382","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.446,1.816,"cuesten",5,"cuesten",10.4403416505924,"m",24743,6,0.1442307692,0.84509804,0.37,7
"980",81271,"arm","07508","01418963382","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.106,2.356,"tres",7,"tres",10.4403416505924,"m",90741,24142,580.3365385,4.382791234,0.25,4
"981",81341,"arm","07508","01444842830","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.986,2.226,"esta",6,"esta",7.88762078482728,"m",39520,91528,2200.192308,4.961558718,0.24,4
"982",81421,"arm","07508","01459874751","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.876,3.126,"buen",10,"buen",12.3820745591042,"m",14132,22680,545.1923077,4.355662199,0.25,4
"983",81449,"arm","07508","01479983395","TextGrid",1,"ORT-MAU","IntervalTier",0,2.389333,0.636,0.986,"entiendo",4,"entiendo",7.53348319384531,"m",36930,13794,331.5865385,4.139721705,0.35,8
"984",81459,"arm","07508","01479983395","TextGrid",1,"ORT-MAU","IntervalTier",0,2.389333,0.986,1.326,"nada",5,"nada",7.53348319384531,"m",61990,87221,2096.658654,4.940626041,0.34,4
"985",81498,"arm","07508","01483848035","TextGrid",1,"ORT-MAU","IntervalTier",0,7.594667,1.816,2.206,"silla",7,"silla",10.4020360603039,"m",83941,2307,55.45673077,3.363235804,0.39,5
"986",81701,"arm","07508","01508754030","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.556,2.981,"Hindú",10,"hindú",10.4758522727273,"m",47836,171,4.110576923,2.235528447,0.425,5
"987",81811,"arm","07508","01537453511","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.646,2.086,"verano",7,"verano",5.44084783476229,"m",92617,2948,70.86538462,3.469674773,0.44,6
